time,'Heater 1: T (C)', 'Heater 2: T (C)', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)',,,,,,,,,,,,,
53:23.9,25.69,25.55,25.55,25.46,25.33,25.42,,,,,,,,,,,,,
53:24.4,25.69,25.55,25.55,25.46,25.32,25.42,,,,,,,,,,,,,
53:24.9,25.69,25.55,25.55,25.46,25.32,25.42,,,,,,,,,,,,,
53:25.4,25.69,25.55,25.56,25.46,25.32,25.42,,,,,,,,,,,,,
53:25.9,25.68,25.56,25.56,25.46,25.32,25.42,,,,,,,,,,,,,
53:26.4,25.68,25.56,25.56,25.46,25.32,25.42,,,,,,,,,,,,,
53:26.9,25.68,25.56,25.56,25.46,25.32,25.42,,,,,,,,,,,,,
53:27.4,25.68,25.57,25.56,25.47,25.32,25.42,,,,,,,,,,,,,
53:27.9,25.68,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
53:28.5,25.68,25.57,25.56,25.46,25.33,25.43,,,,,,,,,,,,,
53:29.0,25.69,25.57,25.56,25.46,25.32,25.43,,,,,,,,,,,,,
53:29.5,25.69,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
53:30.0,25.69,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
53:30.5,25.69,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
53:31.0,25.69,25.57,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
53:31.5,25.69,25.57,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
53:32.0,25.69,25.57,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
53:32.5,25.69,25.57,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
53:33.0,25.69,25.57,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
53:33.5,25.69,25.57,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
53:34.1,25.69,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:34.6,25.69,25.57,25.55,25.46,25.33,25.42,,,,,,,,,,,,,
53:35.0,25.69,25.57,25.55,25.46,25.33,25.42,,,,,,,,,,,,,
53:35.5,25.69,25.57,25.55,25.46,25.33,25.42,,,,,,,,,,,,,
53:36.0,25.69,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:36.6,25.7,25.57,25.55,25.47,25.32,25.42,,,,,,,,,,,,,
53:37.2,25.69,25.57,25.55,25.47,25.32,25.42,,,,,,,,,,,,,
53:37.6,25.69,25.57,25.55,25.46,25.33,25.42,,,,,,,,,,,,,
53:38.2,25.7,25.57,25.55,25.46,25.32,25.42,,,,,,,,,,,,,
53:38.7,25.7,25.57,25.55,25.47,25.31,25.42,,,,,,,,,,,,,
53:39.2,25.69,25.56,25.55,25.47,25.31,25.42,,,,,,,,,,,,,
53:39.7,25.69,25.56,25.55,25.47,25.32,25.42,,,,,,,,,,,,,
53:40.2,25.68,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:40.7,25.68,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:41.2,25.67,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:41.7,25.67,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:42.2,25.67,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:42.7,25.67,25.56,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:43.3,25.67,25.56,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:43.7,25.67,25.56,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:44.3,25.67,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:44.7,25.67,25.56,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:45.3,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:45.8,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:46.3,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:46.8,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:47.4,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:47.9,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:48.4,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:48.9,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:49.4,25.67,25.57,25.56,25.47,25.33,25.42,,,,,,,,,,,,,
53:50.0,25.67,25.57,25.56,25.47,25.34,25.42,,,,,,,,,,,,,
53:50.4,25.66,25.56,25.56,25.47,25.34,25.42,,,,,,,,,,,,,
53:51.0,25.66,25.56,25.56,25.47,25.34,25.42,,,,,,,,,,,,,
53:51.4,25.66,25.56,25.56,25.47,25.34,25.42,,,,,,,,,,,,,
53:52.0,25.66,25.56,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
53:52.4,25.66,25.56,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
53:53.0,25.67,25.56,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
53:53.4,25.67,25.56,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
53:53.9,25.67,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:54.4,25.67,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:55.0,25.67,25.57,25.54,25.47,25.33,25.42,,,,,,,,,,,,,
53:55.4,25.67,25.57,25.54,25.47,25.33,25.42,,,,,,,,,,,,,
53:56.0,25.68,25.57,25.54,25.47,25.33,25.42,,,,,,,,,,,,,
53:56.4,25.68,25.57,25.54,25.47,25.33,25.42,,,,,,,,,,,,,
53:56.9,25.68,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:57.4,25.68,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:57.9,25.68,25.57,25.55,25.47,25.33,25.42,,,,,,,,,,,,,
53:58.4,25.68,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
53:58.9,25.68,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
53:59.4,25.68,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
53:59.9,25.68,25.57,25.55,25.47,25.32,25.43,,,,,,,,,,,,,
54:00.4,25.68,25.57,25.55,25.47,25.32,25.43,,,,,,,,,,,,,
54:01.0,25.68,25.57,25.55,25.47,25.32,25.43,,,,,,,,,,,,,
54:01.4,25.68,25.57,25.55,25.47,25.32,25.43,,,,,,,,,,,,,
54:02.0,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:02.5,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:03.0,25.67,25.56,25.55,25.47,25.32,25.43,,,,,,,,,,,,,
54:03.5,25.67,25.56,25.55,25.47,25.32,25.43,,,,,,,,,,,,,
54:04.0,25.67,25.56,25.56,25.47,25.32,25.43,,,,,,,,,,,,,
54:04.6,25.67,25.56,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:05.1,25.66,25.56,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:05.6,25.67,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:06.1,25.67,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:06.6,25.67,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:07.1,25.67,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:07.6,25.67,25.57,25.56,25.47,25.33,25.43,,,,,,,,,,,,,
54:08.2,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:08.7,25.68,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:09.2,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:09.7,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:10.2,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:10.7,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:11.2,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:11.7,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:12.2,25.67,25.57,25.55,25.47,25.34,25.44,,,,,,,,,,,,,
54:12.7,25.67,25.57,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
54:13.2,25.66,25.57,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
54:13.7,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:14.3,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:14.7,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:15.3,25.66,25.56,25.55,25.46,25.35,25.43,,,,,,,,,,,,,
54:15.8,25.65,25.56,25.55,25.46,25.35,25.43,,,,,,,,,,,,,
54:16.3,25.65,25.56,25.55,25.46,25.35,25.43,,,,,,,,,,,,,
54:16.9,25.65,25.56,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
54:17.4,25.65,25.56,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
54:17.9,25.66,25.56,25.56,25.46,25.34,25.42,,,,,,,,,,,,,
54:18.4,25.66,25.56,25.55,25.46,25.34,25.42,,,,,,,,,,,,,
54:18.9,25.66,25.57,25.55,25.47,25.34,25.42,,,,,,,,,,,,,
54:19.4,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:19.9,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:20.4,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:20.9,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:21.4,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:21.9,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:22.4,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:22.9,25.67,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:23.4,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:23.9,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:24.5,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:25.0,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:25.5,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:26.0,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:26.5,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:27.0,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:27.6,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:28.1,25.67,25.57,25.55,25.48,25.33,25.43,,,,,,,,,,,,,
54:28.6,25.67,25.57,25.55,25.47,25.33,25.43,,,,,,,,,,,,,
54:29.2,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:29.6,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:30.2,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:30.7,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:31.2,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:31.7,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:32.2,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:32.7,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:33.3,25.66,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:33.7,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:34.3,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:34.8,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:35.4,25.65,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:35.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:36.4,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:36.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:37.3,25.65,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:37.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:38.4,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:38.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:39.4,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:39.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:40.4,25.65,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:40.9,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:41.5,25.67,25.57,25.55,25.48,25.33,25.43,,,,,,,,,,,,,
54:42.0,25.67,25.57,25.55,25.48,25.33,25.43,,,,,,,,,,,,,
54:42.5,25.68,25.57,25.55,25.48,25.33,25.43,,,,,,,,,,,,,
54:43.0,25.68,25.57,25.55,25.48,25.33,25.42,,,,,,,,,,,,,
54:43.5,25.68,25.57,25.55,25.48,25.33,25.42,,,,,,,,,,,,,
54:44.0,25.68,25.57,25.55,25.48,25.33,25.42,,,,,,,,,,,,,
54:44.5,25.67,25.57,25.55,25.48,25.34,25.42,,,,,,,,,,,,,
54:44.9,25.67,25.57,25.55,25.48,25.34,25.43,,,,,,,,,,,,,
54:45.5,25.67,25.57,25.55,25.48,25.34,25.43,,,,,,,,,,,,,
54:45.9,25.66,25.57,25.55,25.48,25.34,25.43,,,,,,,,,,,,,
54:46.4,25.66,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
54:46.9,25.66,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
54:47.5,25.65,25.56,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
54:48.0,25.65,25.56,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
54:48.5,25.65,25.57,25.55,25.48,25.34,25.43,,,,,,,,,,,,,
54:49.0,25.65,25.57,25.55,25.48,25.34,25.43,,,,,,,,,,,,,
54:49.6,25.65,25.57,25.55,25.48,25.34,25.43,,,,,,,,,,,,,
54:50.1,25.65,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
54:50.6,25.65,25.57,25.55,25.48,25.35,25.44,,,,,,,,,,,,,
54:51.2,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:51.7,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:52.2,25.65,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:52.7,25.66,25.57,25.55,25.47,25.34,25.43,,,,,,,,,,,,,
54:53.2,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:53.7,25.65,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
54:54.3,25.65,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
54:54.9,25.65,25.57,25.54,25.47,25.36,25.43,,,,,,,,,,,,,
54:55.4,25.65,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
54:55.9,25.65,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
54:56.4,25.65,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
54:56.8,25.65,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
54:57.3,25.64,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
54:57.9,25.64,25.57,25.54,25.47,25.36,25.43,,,,,,,,,,,,,
54:58.4,25.65,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
54:58.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:59.4,25.64,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
54:59.9,25.64,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:00.4,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:00.9,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:01.4,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:02.0,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:02.4,25.65,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:03.0,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:03.5,25.65,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:04.0,25.65,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:04.4,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:05.0,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:05.5,25.65,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:06.0,25.65,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:06.5,25.65,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:07.1,25.65,25.57,25.55,25.48,25.35,25.44,,,,,,,,,,,,,
55:07.6,25.65,25.57,25.55,25.48,25.35,25.44,,,,,,,,,,,,,
55:08.1,25.64,25.57,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
55:08.6,25.65,25.57,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
55:09.2,25.65,25.57,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
55:09.7,25.64,25.57,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
55:10.2,25.64,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:10.7,25.64,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:11.2,25.64,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:11.7,25.64,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:12.2,25.64,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:12.8,25.64,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:13.2,25.64,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:13.8,25.64,25.56,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:14.3,25.64,25.56,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:14.8,25.64,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:15.3,25.64,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:15.9,25.63,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:16.4,25.63,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:16.9,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:17.4,25.64,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:17.9,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:18.4,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:19.0,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:19.4,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:20.0,25.64,25.57,25.55,25.48,25.35,25.43,,,,,,,,,,,,,
55:20.5,25.64,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:21.0,25.63,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:21.5,25.63,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:22.0,25.63,25.57,25.54,25.47,25.35,25.44,,,,,,,,,,,,,
55:22.4,25.63,25.57,25.54,25.47,25.35,25.44,,,,,,,,,,,,,
55:23.0,25.63,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:23.5,25.63,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:24.0,25.63,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:24.5,25.63,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:25.1,25.63,25.56,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:25.6,25.64,25.56,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
55:26.2,25.64,25.56,25.55,25.47,25.35,25.44,,,,,,,,,,,,,
55:26.7,25.63,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:27.1,25.63,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:27.6,25.63,25.57,25.55,25.47,25.35,25.43,,,,,,,,,,,,,
55:28.2,25.64,25.57,25.54,25.47,25.35,25.43,,,,,,,,,,,,,
55:28.7,25.64,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:29.2,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:29.8,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:30.3,25.63,25.57,25.55,25.49,25.36,25.43,,,,,,,,,,,,,
55:30.8,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:31.3,25.63,25.57,25.55,25.49,25.37,25.43,,,,,,,,,,,,,
55:31.8,25.63,25.57,25.55,25.49,25.37,25.43,,,,,,,,,,,,,
55:32.4,25.63,25.57,25.55,25.48,25.37,25.43,,,,,,,,,,,,,
55:32.9,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:33.4,25.64,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:33.9,25.64,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
55:34.4,25.64,25.57,25.55,25.49,25.36,25.43,,,,,,,,,,,,,
55:34.9,25.64,25.57,25.55,25.49,25.35,25.44,,,,,,,,,,,,,
55:35.4,25.64,25.57,25.55,25.49,25.35,25.44,,,,,,,,,,,,,
55:35.9,25.64,25.57,25.55,25.49,25.35,25.43,,,,,,,,,,,,,
55:36.4,25.64,25.57,25.55,25.49,25.35,25.43,,,,,,,,,,,,,
55:36.9,25.64,25.57,25.55,25.49,25.35,25.43,,,,,,,,,,,,,
55:37.5,25.64,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:37.9,25.63,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:38.5,25.63,25.56,25.55,25.48,25.36,25.44,,,,,,,,,,,,,
55:39.0,25.63,25.56,25.55,25.48,25.36,25.44,,,,,,,,,,,,,
55:39.5,25.63,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:40.0,25.63,25.56,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:40.5,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:41.0,25.63,25.57,25.55,25.48,25.36,25.43,,,,,,,,,,,,,
55:41.5,25.63,25.57,25.55,25.48,25.36,25.44,,,,,,,,,,,,,
55:41.9,25.63,25.57,25.55,25.48,25.36,25.44,,,,,,,,,,,,,
55:42.5,25.63,25.57,25.54,25.48,25.35,25.44,,,,,,,,,,,,,
55:43.0,25.64,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:43.6,25.65,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:44.1,25.64,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:44.6,25.64,25.57,25.54,25.48,25.34,25.44,,,,,,,,,,,,,
55:45.2,25.64,25.57,25.54,25.48,25.34,25.44,,,,,,,,,,,,,
55:45.7,25.64,25.57,25.54,25.48,25.34,25.44,,,,,,,,,,,,,
55:46.2,25.64,25.57,25.54,25.48,25.34,25.43,,,,,,,,,,,,,
55:46.6,25.64,25.57,25.54,25.49,25.34,25.43,,,,,,,,,,,,,
55:47.2,25.63,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:47.7,25.63,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:48.2,25.63,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:48.7,25.62,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:49.3,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:49.8,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:50.3,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
55:50.9,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
55:51.4,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:51.9,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
55:52.4,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
55:52.9,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:53.5,25.62,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:53.9,25.63,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:54.5,25.63,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:55.0,25.63,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:55.5,25.63,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:56.0,25.63,25.57,25.54,25.48,25.36,25.43,,,,,,,,,,,,,
55:56.6,25.64,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:57.1,25.63,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:57.6,25.63,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:58.2,25.63,25.57,25.54,25.48,25.35,25.43,,,,,,,,,,,,,
55:58.6,25.63,25.57,25.54,25.48,25.36,25.44,,,,,,,,,,,,,
55:59.1,25.63,25.57,25.54,25.48,25.36,25.44,,,,,,,,,,,,,
55:59.7,25.62,25.57,25.54,25.48,25.36,25.44,,,,,,,,,,,,,
56:00.2,25.62,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:00.7,25.63,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:01.2,25.63,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:01.7,25.63,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:02.2,25.63,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:02.8,25.63,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:03.2,25.64,25.57,25.54,25.5,25.35,25.43,,,,,,,,,,,,,
56:03.8,25.63,25.57,25.55,25.49,25.36,25.44,,,,,,,,,,,,,
56:04.4,25.64,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:04.9,25.64,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:05.5,25.64,25.57,25.54,25.49,25.36,25.44,,,,,,,,,,,,,
56:06.0,25.63,25.57,25.55,25.49,25.36,25.44,,,,,,,,,,,,,
56:06.6,25.64,25.57,25.54,25.49,25.35,25.43,,,,,,,,,,,,,
56:07.0,25.64,25.57,25.54,25.49,25.35,25.43,,,,,,,,,,,,,
56:07.6,25.63,25.57,25.54,25.49,25.35,25.43,,,,,,,,,,,,,
56:08.1,25.63,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:08.7,25.63,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
56:09.2,25.62,25.57,25.54,25.49,25.36,25.43,,,,,,,,,,,,,
